University of Pxalit'k'a players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Anthony Murden,67,2438,420,1412,1123,588,52.359750667854,369,127,6,5,69,29,312,72,240,94,1096,558,50.9124087591241, 4.44776119402985
Oisín James,102,4417,237,2348,2017,972,48.1903817550818,731,188,5,2,176,58,478,130,348,81,2168,1165,53.7361623616236, 4.49019607843137
Sean Palmer,32,1437,582,660,668,325,48.6526946107784,0,0,14,10,35,22,179,36,143,55,548,234,42.7007299270073, 5.46875
Neville Mortlock,4,42,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0, -0.75
Neville Lunn,69,1228,159,467,496,231,46.5725806451613,0,0,20,5,37,31,255,70,185,66,462,202,43.7229437229437, 1.2463768115942
Henry Spicer,13,304,74,177,156,77,49.3589743589744,47,12,0,0,7,5,32,12,20,18,134,54,40.2985074626866, 4.76923076923077
Uriah Bolter,6,88,11,48,38,20,52.6315789473684,19,7,0,0,2,1,7,2,5,3,53,27,50.9433962264151, 3
Michael Wade,1,17,6,12,9,6,66.6666666666667,0,0,0,0,0,0,2,1,1,0,4,3,75, 3
Kamil Varney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Carlos Hollingsworth,64,1303,287,557,559,271,48.479427549195,0,0,24,15,31,49,279,65,214,98,465,180,38.7096774193548, 2.796875
Neville Spivey,13,252,26,140,114,70,61.4035087719298,0,0,0,0,7,2,29,5,24,6,112,43,38.3928571428571, -2
Bruce Murphy,8,136,27,86,68,43,63.2352941176471,0,0,0,0,0,1,16,3,13,12,79,45,56.9620253164557, 4.75
Michael Miller,44,1715,685,807,748,401,53.6096256684492,0,0,8,5,50,32,284,71,213,69,644,277,43.0124223602485, 1.86363636363636
University of Arinis players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Malcolm Jervis,64,1918,33,190,185,93,50.2702702702703,0,0,8,4,9,4,638,145,493,16,193,106,54.9222797927461, 4.375
Caleb Murtagh,74,2605,354,1205,1086,492,45.3038674033149,433,111,12,6,73,36,483,117,366,126,960,464,48.3333333333333, 5.87837837837838
Barney Kirk,55,1958,221,949,836,395,47.2488038277512,266,59,4,3,63,25,217,51,166,47,1003,524,52.2432701894317, 5.74545454545455
Sean Barnett,33,1551,319,980,803,425,52.9265255292653,222,57,2,2,49,21,172,45,127,17,759,374,49.2753623188406, 8.75757575757576
Eric Mack,67,2197,699,1011,905,411,45.414364640884,374,100,1,1,62,33,260,62,198,31,957,485,50.6792058516196, 4.67164179104478
Thomas Brown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 3
Ivor Greenfield,27,510,84,190,214,91,42.5233644859813,0,0,22,8,17,31,114,30,84,66,205,91,44.390243902439, 3.74074074074074
Bransby Mack,37,520,76,324,264,162,61.3636363636364,0,0,0,0,22,10,64,15,49,29,229,96,41.9213973799127, 2.13513513513514
Iggy Rooney,6,119,18,66,48,32,66.6666666666667,3,2,0,0,2,1,11,2,9,11,42,22,52.3809523809524, 4.66666666666667
Anthony Finlayson,19,472,116,278,214,109,50.9345794392523,79,26,3,1,16,6,67,19,48,11,225,119,52.8888888888889, 6.15789473684211
Mitchell Spivey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
William Pool,52,1565,383,1004,790,496,62.7848101265823,0,0,18,12,42,19,275,71,204,89,675,346,51.2592592592593, 7.42307692307692
Nicholas Spencer,4,68,14,37,32,16,50,10,2,0,0,1,10,11,1,10,10,31,9,29.0322580645161, 8.5
Ivor Wade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Malcolm Bowyer,20,443,282,274,221,137,61.9909502262443,0,0,0,0,5,6,93,26,67,9,193,90,46.6321243523316, 4.75
Naskitrusk University players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Danombi Gagomos,64,3084,1,2,4,1,25,0,0,0,0,5,2,693,189,504,10,53,30,56.6037735849057, 10.46875
Dugaro Bexoxek,128,5297,638,2738,2482,1363,54.9153908138598,0,0,26,12,144,80,1187,316,871,202,2380,1280,53.781512605042, 6.4375
Amagolet Alolapo,32,1320,115,546,457,218,47.7024070021882,161,50,13,6,33,13,144,35,109,44,569,255,44.8154657293497, 7.03125
Tugano Eloalerko,35,1258,100,611,525,254,48.3809523809524,187,58,3,2,26,12,130,28,102,23,548,280,51.0948905109489, 8.65714285714286
Kibido Himadosamosei,64,2664,946,1392,1219,577,47.3338802296965,415,133,12,9,72,39,342,81,261,45,1245,629,50.5220883534137, 8.9375
Omeri Subeina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Tuto Alodosulomundi,16,261,22,160,125,66,52.8,44,16,0,0,9,4,56,10,46,31,128,62,48.4375, 5.75
Fino Himadolsei,44,1109,141,581,497,286,57.5452716297787,16,1,2,0,32,9,113,36,77,54,507,244,48.1262327416174, 2.72727272727273
Alumobei Kavoan,8,180,41,77,76,32,42.1052631578947,26,7,0,0,1,2,14,6,8,6,49,24,48.9795918367347, 3.625
Sagolna Eloalerko,9,237,100,146,108,59,54.6296296296296,29,6,0,0,8,1,49,14,35,16,79,38,48.1012658227848, 5.55555555555556
Atumbi Kersilapo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Alukeili Olalomundi,3,51,4,29,22,14,63.6363636363636,3,0,0,0,3,9,9,3,6,7,14,3,21.4285714285714, 17.3333333333333
Danomobei Osamobek,21,439,110,238,182,101,55.4945054945055,55,19,3,0,15,109,45,9,36,35,135,56,41.4814814814815, 11.1904761904762
Dugaro Gagodosa,8,129,16,69,63,27,42.8571428571429,21,4,0,0,4,0,17,2,15,0,54,26,48.1481481481481, 4.125
Paparto Hatemosei,9,132,40,86,59,33,55.9322033898305,14,6,4,4,5,0,14,0,14,3,44,23,52.2727272727273, 5.44444444444444
Stedro Institute of Technology players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Alomundi Kerxer,35,1542,19,2,1,1,100,0,0,0,0,12,0,555,148,407,5,23,4,17.3913043478261, 5.65714285714286
Bendoli Besemosodo,32,1467,87,559,469,219,46.6950959488273,198,60,10,4,69,27,232,60,172,28,626,351,56.0702875399361, 5.15625
Paparto Bexek,84,2645,466,1509,1326,642,48.4162895927602,436,111,5,5,81,25,291,68,223,100,1261,691,54.7977795400476, 2.96428571428571
Atumobei Mesiadotsei,32,1443,94,664,573,270,47.1204188481675,226,66,7,3,46,14,166,31,135,33,598,305,51.0033444816054, 6.53125
Okasei Elomobek,64,2152,823,1181,1001,479,47.8521478521479,361,110,12,6,74,29,248,52,196,62,866,420,48.4988452655889, 3.453125
Egrenat Gagolomundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Alukeili Elodosu,80,2513,427,1025,1000,499,49.9,0,0,52,27,73,41,526,128,398,128,1100,585,53.1818181818182, 1.5
Danomobei Xahelvi,21,304,50,158,161,71,44.0993788819876,32,6,5,4,9,6,48,17,31,23,123,48,39.0243902439024, 2.47619047619048
Alumobei Bituna,23,336,49,200,166,99,59.6385542168675,0,0,6,2,13,2,42,9,33,8,168,83,49.4047619047619, 2.39130434782609
Gorga Sensoi,50,1111,484,713,566,297,52.4734982332155,194,74,0,0,18,15,163,38,125,53,441,199,45.124716553288, 4.56
Atomobei Hisei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
Alukeili Osamostrugo,14,180,36,111,88,54,61.3636363636364,0,0,4,3,6,25,32,10,22,28,71,24,33.8028169014084, 4.35714285714286
Iklo Besealerko,60,1306,192,626,578,256,44.2906574394464,221,54,6,4,38,44,142,31,111,73,443,173,39.0519187358916, 4.41666666666667
Atumbi Olamosei,30,564,65,416,323,208,64.3962848297214,0,0,0,0,20,4,76,17,59,38,254,130,51.1811023622047, 2.93333333333333
Sagomibasei Asolomundi,2,11,1,6,5,3,60,0,0,0,0,2,0,2,1,1,0,5,2,40, -1.5
Esmal District University players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Atomobei Klabotrisei,32,1539,1,0,1,0,0,0,0,0,0,0,1,460,98,362,3,14,6,42.8571428571429, -0.59375
Alotra Elolapo,43,1401,480,582,510,230,45.0980392156863,234,74,6,3,62,11,274,59,215,64,627,311,49.6012759170654, -1.37209302325581
Alomibamobei Osamos,35,1274,220,773,664,314,47.289156626506,271,91,7,5,45,20,214,50,164,58,606,278,45.8745874587459, 1.28571428571429
Fino Bexemetadotsei,32,1365,119,952,817,405,49.5716034271726,252,63,0,0,44,19,174,52,122,42,629,319,50.7154213036566, -0.40625
Atumobei Kavolapoxek,103,4655,347,1538,1527,756,49.5088408644401,0,0,52,26,166,47,604,136,468,59,2296,1176,51.219512195122, -5.7378640776699
Iklo Elovek,32,1526,0,0,0,0,0,0,0,0,0,0,0,328,82,246,1,12,6,50, -7.0625
Ijba Himadosadetsei,35,574,163,281,276,128,46.3768115942029,0,0,36,25,13,6,142,35,107,35,270,109,40.3703703703704, 2.68571428571429
Alotra Elolapo,33,703,118,349,354,140,39.5480225988701,154,38,7,5,26,6,109,25,84,25,361,209,57.8947368421053, -2.48484848484848
Atumbi Kixite,11,122,7,98,68,42,61.7647058823529,18,9,0,0,6,3,15,7,8,4,67,37,55.2238805970149, -3.18181818181818
Iklo Aludosalomundi,1,18,0,2,3,1,33.3333333333333,0,0,0,0,0,1,4,2,2,1,9,7,77.7777777777778, -2
Sopei Elomosei,33,1541,0,0,0,0,0,0,0,0,0,1,0,381,85,296,0,4,3,75, -9.24242424242424
Tugano Elodosu,9,131,19,57,56,23,41.0714285714286,18,3,0,0,9,6,17,6,11,10,54,18,33.3333333333333, 0.111111111111111
Paparto Eloalerko,9,178,66,56,65,28,43.0769230769231,0,0,0,0,9,6,31,5,26,18,81,34,41.9753086419753, -1.22222222222222
Eban Bexodosamosi,44,1535,436,874,758,435,57.3878627968338,0,0,6,4,34,11,184,56,128,48,609,292,47.9474548440066, -4.97727272727273
Sagomibasei Himadosamosei,1,23,6,14,11,6,54.5454545454545,3,0,0,0,0,0,2,0,2,1,12,8,66.6666666666667, -6
Atresmi University players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Masdali Tuvek,128,5616,12,84,61,42,68.8524590163934,0,0,0,0,2,2,1092,280,812,5,68,30,44.1176470588235, 6.5546875
Alomundi Subeina,32,1300,96,506,476,245,51.4705882352941,0,0,34,16,59,15,353,106,247,59,596,322,54.0268456375839, -2.71875
Sagolnasei Xiahelvi,32,1004,156,587,532,292,54.8872180451128,0,0,6,3,31,12,104,27,77,49,563,295,52.3978685612789, -0.9375
Iklo Alodetsei,72,1159,256,706,535,297,55.5140186915888,173,62,0,0,31,14,135,38,97,42,596,315,52.8523489932886, 4.83333333333333
Sagobesei Osamobek,64,2651,1096,911,934,444,47.5374732334047,0,0,46,23,82,26,309,91,218,97,1037,466,44.9373191899711, 5.4375
Dano Osadolsei,14,257,0,8,5,4,80,0,0,0,0,1,0,63,19,44,0,8,3,37.5, 7.21428571428571
Eban Bexemetadotsei,32,325,59,200,159,100,62.8930817610063,0,0,0,0,10,8,57,13,44,17,140,61,43.5714285714286, 0.71875
Xolin Mesiaertoxek,49,1528,284,826,714,411,57.563025210084,0,0,8,4,39,19,165,47,118,68,863,431,49.9420625724218, 5.75510204081633
Alukeili Eloalerko,30,856,224,605,432,269,62.2685185185185,99,27,0,0,21,9,118,33,85,40,461,227,49.2407809110629, 2.5
Atusosa Gibuni,10,161,33,59,59,24,40.6779661016949,21,4,0,0,9,4,23,2,21,8,74,43,58.1081081081081, -2.9
Alomiba Besemosodo,2,16,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0, 7
Atusosa Besedoxek,8,98,16,39,39,17,43.5897435897436,15,2,0,0,3,2,18,3,15,5,44,19,43.1818181818182, 2.5
Alundi Bexomos,20,410,64,292,227,146,64.3171806167401,1,0,0,0,15,8,32,12,20,32,223,105,47.085201793722, 2.55
Omumiba Gibuni,29,522,159,323,279,157,56.2724014336918,12,0,0,0,12,11,85,19,66,39,227,103,45.374449339207, -3.13793103448276
Fino Dodetsei,14,265,62,156,123,65,52.8455284552846,40,12,0,0,6,34,27,7,20,20,76,34,44.7368421052632, 8.5
University of Herelle players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Louis Herber,33,1553,4,0,0,0,0,0,0,0,0,2,0,564,119,445,1,4,3,75, -17.9090909090909
Volkhardt Bauernfeind,78,3284,175,743,1005,337,33.5323383084577,0,0,150,69,264,20,610,130,480,97,1508,834,55.3050397877984, -20.7435897435897
Detlef Kluck,33,1180,217,561,662,273,41.238670694864,0,0,32,15,73,22,195,39,156,43,497,247,49.6981891348089, -15.969696969697
Volker Hattendorf,96,4352,212,1155,1134,570,50.2645502645503,0,0,36,15,437,44,478,117,361,58,1989,1120,56.3097033685269, -19.21875
Volker Herber,38,1567,564,1004,930,390,41.9354838709677,374,94,57,31,72,14,220,41,179,37,677,343,50.6646971935007, -17
Gunther Fichtner,64,3039,4,6,3,3,100,0,0,0,0,39,0,762,176,586,0,10,5,50, -20.5
Stephan Gradl,35,954,64,739,619,299,48.3037156704362,200,53,15,10,70,6,297,70,227,31,389,208,53.4704370179949, -6.88571428571429
Harri Schwarz,9,143,17,86,77,36,46.7532467532467,33,8,1,0,5,8,22,4,18,4,47,23,48.936170212766, 0.777777777777778
Carsten Wagenseil,12,212,50,157,122,74,60.655737704918,21,6,0,0,4,1,20,2,18,14,93,43,46.2365591397849, -3.91666666666667
Marco Gerhardt,68,2823,733,1615,1447,636,43.953006219765,637,178,47,27,187,26,347,64,283,84,972,482,49.5884773662551, -18.0441176470588
Nico Bischoff,1,27,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0, -21
Alfred Weidenmann,23,436,93,349,316,174,55.0632911392405,0,0,2,1,16,6,136,31,105,32,201,110,54.726368159204, -3.65217391304348
Heine Ehrenstein,9,228,10,78,113,32,28.3185840707965,0,0,22,14,8,5,32,6,26,3,115,55,47.8260869565217, -9
Noah Kluck,11,141,56,74,66,30,45.4545454545455,25,7,0,0,6,0,14,4,10,6,66,34,51.5151515151515, -2.27272727272727
Gerd Klostermann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0
University of Tri_National_Dominion 2 players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Louis Meyer,64,2870,36,193,181,93,51.3812154696133,0,0,12,7,10,7,840,195,645,21,219,126,57.5342465753425, 6.171875
Detlef Klostermann,40,650,68,315,307,156,50.814332247557,0,0,16,3,15,15,130,29,101,37,283,144,50.8833922261484, 1.6
Alfred Herber,32,1220,356,732,593,309,52.1079258010118,203,69,0,0,33,32,321,90,231,73,569,268,47.1001757469244, 9.46875
Hannes Kleinman,45,792,124,448,378,224,59.2592592592593,0,0,0,0,20,9,87,19,68,19,384,205,53.3854166666667, 1.44444444444444
Marcel Wagenseil,128,3449,1231,2001,1683,818,48.6036838978015,596,169,10,5,98,37,442,119,323,118,1434,689,48.047419804742, 1.4140625
Edgar Schröpfer,17,188,0,8,6,4,66.6666666666667,0,0,0,0,1,0,45,17,28,2,6,2,33.3333333333333, 4
Uwe Klostermann,72,2100,196,1218,1112,605,54.4064748201439,0,0,18,8,64,18,523,103,420,140,899,461,51.2791991101224, 0.777777777777778
Hannes Alt,16,267,73,157,124,65,52.4193548387097,32,8,0,0,5,5,25,8,17,35,149,74,49.6644295302013, 8.125
Gunther Tischbein,22,559,38,328,283,134,47.3498233215548,117,39,0,0,15,6,64,17,47,14,283,139,49.1166077738516, 7.04545454545455
Niclas Unterberger,8,134,38,70,60,28,46.6666666666667,17,2,3,3,6,2,19,6,13,6,64,30,46.875, 5.625
Nico Quattlebaum,22,405,0,0,0,0,0,0,0,0,0,0,0,104,31,73,0,0,0,0, 5.22727272727273
Alwin Habicht,31,674,154,365,310,182,58.7096774193548,0,0,2,1,20,23,175,52,123,66,245,100,40.8163265306122, 8.29032258064516
Gerd Lettmann,5,74,9,13,12,5,41.6666666666667,7,2,0,0,2,1,5,1,4,3,42,20,47.6190476190476, 6.6
Noah Tetzlaff,4,97,9,40,42,20,47.6190476190476,0,0,0,0,0,3,13,2,11,2,46,24,52.1739130434783, 15.25
Günther Gradl,3,10,2,10,7,4,57.1428571428571,4,2,0,0,0,1,0,0,0,0,5,1,20, 1.66666666666667
University of Imperial Institute at Faehrenfall players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Hiroshima Kyoshi,32,1474,3,52,49,26,53.0612244897959,0,0,0,0,2,2,519,145,374,2,38,24,63.1578947368421, 12.25
Kammuri Seiho,96,3591,565,1642,1599,810,50.656660412758,0,0,40,22,98,48,701,157,544,219,1423,686,48.208011243851, 3.67708333333333
Sato Paradiniton,32,514,75,227,197,90,45.6852791878173,81,18,1,0,16,11,67,9,58,18,236,116,49.1525423728814, 1.90625
Koki Seiki,64,1910,359,1046,904,438,48.4513274336283,249,67,4,3,48,27,207,67,140,67,1002,492,49.1017964071856, 2.953125
Domen Sanraku,72,2265,315,1080,887,472,53.2130777903044,216,71,4,2,69,23,282,86,196,39,1147,610,53.182214472537, 3.06944444444444
Shishido Okitsugu,47,1816,1,4,6,2,33.3333333333333,0,0,0,0,1,0,381,100,281,1,10,5,50, 2.12765957446809
Muramoto Tokaji,78,1162,242,605,552,299,54.1666666666667,0,0,10,7,30,12,216,56,160,111,564,255,45.2127659574468, 3.11538461538462
Kai Shoraku,49,1781,675,1118,884,559,63.2352941176471,0,0,0,0,49,34,397,117,280,119,718,308,42.8969359331476, 7.22448979591837
Matsuyama Harumi,35,596,195,430,326,180,55.2147239263804,91,27,0,0,14,22,74,24,50,60,264,116,43.9393939393939, 3.97142857142857
Nobira Danjuro,84,3000,597,1601,1301,653,50.1921598770177,432,145,12,7,75,42,347,101,246,44,1473,732,49.6945010183299, 5.78571428571429
Hekki Sadaharu,55,1622,0,0,0,0,0,0,0,0,0,0,0,327,87,240,1,6,4,66.6666666666667, 5.36363636363636
Suguro Goro,12,56,8,20,25,10,40,0,0,0,0,0,0,16,4,12,2,25,10,40, 0.166666666666667
Sato Hiroaki,23,351,119,163,141,69,48.936170212766,47,15,3,2,12,3,41,8,33,18,160,84,52.5, 2.1304347826087
Steve Matsuta,25,619,158,410,284,175,61.6197183098592,80,37,0,0,22,8,87,23,64,33,306,156,50.9803921568627, 8.12
Hiroshima Fumihiko,3,63,29,51,36,21,58.3333333333333,9,3,0,0,3,1,13,6,7,1,22,8,36.3636363636364, 17.6666666666667
University of Avura Aviation & Economics (A&E) players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Masaki Kane,73,3275,5,39,41,19,46.3414634146341,0,0,2,1,12,1,1081,322,759,5,101,58,57.4257425742574, 8.68493150684932
Takishima Tokaji,96,3909,607,1813,1683,781,46.4052287581699,380,113,42,26,135,47,771,204,567,157,1819,956,52.5563496426608, 6.20833333333333
Hiroshima Tomoyuki,32,1158,246,762,585,381,65.1282051282051,0,0,0,0,33,23,219,68,151,74,452,201,44.4690265486726, 7.40625
Tembin Sho,32,1364,183,661,603,328,54.3946932006633,0,0,14,5,41,19,154,42,112,42,661,350,52.9500756429652, 7.46875
Watsuji Yoshitora,32,1503,610,911,715,380,53.1468531468531,209,82,0,0,50,19,185,44,141,25,681,324,47.5770925110132, 7.9375
Ogino Shunmyo,43,1382,52,0,0,0,0,0,0,0,0,5,0,508,136,372,0,0,0,0, 1.09302325581395
Sato Toyozo,14,238,59,149,117,73,62.3931623931624,0,0,4,3,5,4,43,12,31,21,111,48,43.2432432432432, 3.92857142857143
Yoshida Natsuo,46,994,241,663,518,281,54.2471042471042,160,42,0,0,26,14,122,27,95,69,444,181,40.7657657657658, 5.3695652173913
Yukiyama Ethanthovok,78,3060,294,1719,1482,706,47.638326585695,541,171,7,4,126,22,372,86,286,128,1642,876,53.3495736906212, 4.91025641025641
Kuronuma Tomoyuki,65,2937,1028,1800,1444,738,51.1080332409972,508,165,6,5,81,46,389,96,293,78,1355,658,48.5608856088561, 6.12307692307692
Shishido Shunmyo,2,37,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,0,0, 9
Nagata Saikaku,23,379,46,199,160,99,61.875,0,0,2,1,7,9,68,19,49,42,188,70,37.2340425531915, 1.73913043478261
Savana Kane,12,279,39,82,68,40,58.8235294117647,0,0,4,2,6,1,32,9,23,24,137,64,46.7153284671533, 2.16666666666667
Savana Victahriok,6,118,13,84,62,42,67.741935483871,0,0,0,0,6,3,11,3,8,13,39,21,53.8461538461538, 3
Métro Sumiteru,1,24,3,18,12,7,58.3333333333333,3,0,0,0,0,1,4,1,3,3,22,9,40.9090909090909, 16
University of University of Central Paradaniton players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
Muramoto Emperiok,36,1532,36,2,1,1,100,0,0,0,0,2,2,373,95,278,3,15,5,33.3333333333333, 4.80555555555556
Yasutake Tessai,39,1252,156,607,552,300,54.3478260869565,0,0,12,7,32,18,316,73,243,72,416,203,48.7980769230769, 1.97435897435897
Takishima Tamuramaro,64,2012,246,477,507,229,45.1676528599605,0,0,40,19,70,91,215,49,166,120,661,283,42.8139183055976, 3.09375
Akamine Otsu,32,1412,96,709,639,353,55.2425665101721,0,0,4,3,40,17,146,41,105,51,647,305,47.1406491499227, 4.71875
Hiroshima Miyoko,75,2730,949,1436,1218,588,48.2758620689655,381,119,18,14,70,50,344,99,245,69,1190,590,49.5798319327731, 4.48
Takamitsu Harumi,1,16,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0, 4
Nagasawa Harumi,80,929,177,558,487,273,56.0574948665298,18,7,0,0,29,13,185,42,143,82,394,192,48.7309644670051, 2.9125
Kôzuke Sanraku,38,671,151,324,282,160,56.7375886524823,0,0,6,4,12,8,88,29,59,59,313,140,44.7284345047923, 3.44736842105263
Zoenne Naizen,5,41,8,20,12,9,75,3,2,0,0,2,0,5,2,3,2,16,8,50, 2.8
Ametsuchi Yoshifumi,13,232,54,104,104,51,49.0384615384615,4,2,0,0,10,1,39,15,24,10,127,67,52.755905511811, 0.461538461538462
Saiki Yoshiiku,1,22,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0, 13
Savana Toshiyuki,10,194,36,103,95,49,51.5789473684211,0,0,6,5,2,2,32,14,18,14,85,32,37.6470588235294, 8
Ogino Udo,28,472,128,274,206,115,55.8252427184466,72,21,0,0,10,5,45,15,30,39,236,98,41.5254237288136, 3.39285714285714
Amano Takakazu,6,83,11,54,37,27,72.972972972973,0,0,0,0,4,10,8,2,6,11,27,13,48.1481481481481, 2
Rael Goro,30,618,219,297,274,147,53.6496350364963,0,0,4,3,15,21,87,30,57,44,238,117,49.1596638655462, 6.33333333333333
University of Chizait University players,Games Played,Minutes,Assists,Points,Shots Taken,Shots Made,Field Goal Percentage,Threes Taken,Threes Made,Free Throws Taken,Free Throws Made,Turnovers,Steals,Rebounds,Offensive Rebounds,Defensive Rebounds,Fouls,Opponent Shots Against,Opponent Shots Made,Opponent Shot Percent,Point Differential
